 January 2023,5,Lovely Riad in a great location,"This was a lovely Riad in a great spot. Although we had a medical emergency the staff were able to assist us in dealing with it. The facilities were great, but don't expect a five star European style hotel. It is totally Moroccan. The terrace breakfasts are not to be missed.",hotelName,city
 August 2018,4,Best part of visit to Rabat...,"We discovered this lovely gem in the Medina when searching for a hammam.... had a perfect afternoon of lunch, hammam and massage. Such a beautiful, clean, relaxing setting in the heart of the medina in Rabat. We highly recommend Dar El Kebira and hope to actually stay at the hotel on our next visit to Rabat.",Dar_El_Kebira,Rabat
 August 2018,5,"Lovely hotel, great staff","We stayed here for two nights, we loved the location inside the Medina. The staff was very helpful and friendly. Breakfast was great, served on the terrace. I highly recommend this hotel. My family and I enjoyed every minute of it.",Dar_El_Kebira,Rabat
 August 2018,5,Lovely hotel,"Great, intimate hotel in the heart of the medina. You have to walk from the main road into the medina but it is well worth it! Accommodation delightful, traditional Moroccan decor and design with a very relaxing atmosphere. Breakfast on the roof terrace was a lovely start to the day. Youness and the rest of the staff very attentive, patient and obliging. Highly recommended. 10/10",Dar_El_Kebira,Rabat
 August 2018,5,Very comfortable Riad - close to the entrance of the medina,"We accidentally booked 2 rooms, so I can say that both were lovely. Mine was nicer, with claw footed tub. Daughter's was comfortable. Lovely terrace breakfast - typically Moroccan except probably larger and you have the option to add an egg - recommended, since lunch is served late and you will walk a lot. Very accommodating staff. This is not a modern hotel - it's a Riad - traditional building - the common area is beautiful and not air conditioned. The rooms have good a/c. The entrance is close to the entrance to the medina - which makes it easy to bring in your luggage.",Dar_El_Kebira,Rabat
 August 2018,5,Luxury Stay in Rabat Medina's Heart!,"Dar El Kebira is the PERFECT Riad for your stay in Rabat!! My boyfriend and I loved it from the very beginning and we enjoyed every moment we spent there. Relaxing, Cleaned, Quite and with the most helpful and friendly staff. Breakfast on the rooftop (best view on the city) was amazing with delicious fresh Orange juice and Yummy bread and Jam. I also absolutely loved the room, stylish and cozy, and the bed was super comfortable. I recommend it to everyone who wants to enjoy Rabat and have a lovely time in a beautiful riad. Thanks!",Dar_El_Kebira,Rabat
 August 2018,5,Veeeeery nice!,A very nice riad in the middle of the old city. Yet it's very quiet when you are inside. Such a lovely 'palace' when the door opens. The rooms are very big and decorated with good taste. We almost felt like our honeymoon ❤,Dar_El_Kebira,Rabat
 July 2018,5,Great Riad for a Rabat visit!,"This riad deserves its praise and high ratings. Great location, comfortable rooms and the breakfast on the terrace is lovely. The food quality is quite high. Note, as with many Riad's, this is located in the old Medina. If you walk to it from the nearest train station, like I did, going through the Medina, you will be in for a very rocky walk as many of the winding foot paths in the Medina are under construction and the cobble stones are torn up. Tough going with a roller bag, though glad to see my Away bag held up to the punishment. This Riad is in the north eastern corner of the Medina about a two min. walk to a main, paved street. If you walk THAT way you'll have an easier time of it.",Dar_El_Kebira,Rabat
 June 2018,5,"Lovely Riad, friendly, helpful, clean.","Great rood top views, lovely room. Youness also helped us call ahead to our Riad in Fes. Quaint and small, baggage transfer from main street and slow paced continental Moroccan style breakfast included.",Dar_El_Kebira,Rabat
 June 2018,5,Flawless hospitality,"Gorgeous traditional riad in the Rabat medina. Our stay was flawless, from the warm welcome with excellent mint tea to the beautifully decorated rooms. We stayed as a family with 3 teenagers, and the staff went out of their way to make us feel at home and cared for. Excellent breakfast and delicious dinners. We very much look forward to returning in the future.",Dar_El_Kebira,Rabat
 June 2018,5,A small quality riad,This is a smaller riad compared to some but very well fitted out. Traditional riad design can be noisy due to the central courtyard design but at Riad Sara care has been taken with the doors and curtains so that you can close yourself off from the world. Breakfast on the roof top was first class and ranks as one of the best I have had in Morocco.,Dar_El_Kebira,Rabat
 May 2018,5,"Perfect place to stay in Rabat, Morocco","This is a wonderful Riad based in the medina of Rabat. It has both charm and service in equal measure and doesn’t miss a beat - their rooms are clean and functioning as well as being beautifully decorated, their breakfasts delicious and plentiful, and the people they have chosen to work within the Riad are excellent; they are present as and when you need anything, and are kind and generous in how they can make your stay as hospitable as possible. The atmosphere is one of a professionally personalised run home with character and plenty of space. There is also a hammam and treatment room as well as a few places to sit and relax outside of your room. I have stayed here twice and the Manager generously upgraded me on my return visit; I did not expect this at all and he and his team…",Dar_El_Kebira,Rabat
 May 2018,5,Gorgeous room. Wonderful hospitality.,"Great location in the medina, near the Kasbah and souks. A hotel employee came out to transport our luggage and escort us to the riad (our driver dropped us off on a main street, a fair distance away). We were welcomed with mint tea and cookies in the beautiful courtyard before the porter carried up our bags and showed us our room (on the second floor, facing a small (not the main) courtyard). Our room was absolutely exquisitely decorated in a traditional Moroccan style—probably the most beautiful hotel room I have ever seen, with much thoughtful attention in arranging every lovely detail. The room is admittedly quite small, but perfectly sufficient for my wife and I. The bed was comfortable, the room was quiet, and we slept very well. Breakfast was served on the rooftop…",Dar_El_Kebira,Rabat
 May 2018,5,Authentic and Charming. Perfect Location.,"Dar El Kebira is located right next to the magnificent Kasbah de Oudayas and the Medina district of Rabat. Beautifully traditional, with stunning architecture and woodwork, beaming with light and traditional music playing in the background. Authentic and charming. My Pinede Suite was on the first floor overlooking the courtyard and the lounge area. Spacious yet homely, with full poster king size bed, TV, air con. Bathroom with all mod cons including toiletries, towels, dressing gowns and slippers. You can book a hammam treatment at the riad after a flight to scrub away all impurities, worries and stress. Perfect way to restore harmony and balance. The rooftop terrace is beautiful offering incredible views of the famous Hassan Tower, the perfect spot to kick back after a day…",Dar_El_Kebira,Rabat
